run,label,chamber,category,n,frac
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch1,request,89,0.1111
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch1,acknowledgment,6,0.0075
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch2,directive,291,0.3922
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch2,commitment,16,0.0216
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch2,status_report,89,0.1199
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch2,request,114,0.1536
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch2,question,88,0.1186
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch2,acknowledgment,8,0.0108
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,?,status_report,16,0.0773
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,?,directive,91,0.4396
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,?,request,29,0.1401
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,?,question,26,0.1256
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,?,commitment,5,0.0242
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch3,directive,381,0.4635
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch3,status_report,97,0.118
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch3,request,118,0.1436
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch3,question,121,0.1472
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch3,commitment,36,0.0438
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch3,acknowledgment,20,0.0243
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch4,acknowledgment,27,0.0393
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch4,request,100,0.1456
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch4,directive,292,0.425
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch4,question,85,0.1237
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch4,commitment,14,0.0204
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch4,status_report,80,0.1164
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch5,commitment,2,0.1176
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch5,status_report,6,0.3529
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch5,directive,5,0.2941
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch5,request,2,0.1176
exp07_llm_2b_social_prompt/seed_1011,LLM-2B+Heb,ch5,question,2,0.1176
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch1,directive,340,0.4381
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch1,status_report,59,0.076
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch1,commitment,18,0.0232
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch1,request,122,0.1572
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch1,question,142,0.183
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch1,acknowledgment,3,0.0039
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch2,request,75,0.1096
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch2,question,130,0.1901
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch2,directive,268,0.3918
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch2,acknowledgment,1,0.0015
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch2,status_report,47,0.0687
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch2,commitment,36,0.0526
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,?,directive,84,0.3559
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,?,request,27,0.1144
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,?,question,25,0.1059
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,?,status_report,40,0.1695
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,?,acknowledgment,2,0.0085
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,?,commitment,13,0.0551
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch3,directive,296,0.3795
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch3,status_report,83,0.1064
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch3,question,86,0.1103
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch3,request,122,0.1564
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch3,commitment,12,0.0154
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch3,acknowledgment,1,0.0013
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch4,directive,291,0.3885
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch4,status_report,271,0.3618
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch4,request,96,0.1282
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch4,question,88,0.1175
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch4,acknowledgment,7,0.0093
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch4,commitment,58,0.0774
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch5,status_report,9,0.3462
exp07_llm_2b_social_prompt/seed_1213,LLM-2B+Heb,ch5,directive,4,0.1538
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch1,directive,260,0.3155
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch1,commitment,20,0.0243
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch1,status_report,105,0.1274
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch1,request,140,0.1699
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch1,question,147,0.1784
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch1,acknowledgment,14,0.017
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch2,directive,257,0.3492
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch2,request,91,0.1236
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch2,question,85,0.1155
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch2,status_report,84,0.1141
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch2,commitment,35,0.0476
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch2,acknowledgment,17,0.0231
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,?,request,32,0.1441
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,?,question,18,0.0811
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,?,status_report,44,0.1982
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,?,directive,77,0.3468
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,?,commitment,12,0.0541
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch3,status_report,264,0.3147
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch3,commitment,19,0.0226
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch3,directive,335,0.3993
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch3,request,117,0.1395
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch3,question,73,0.087
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch3,acknowledgment,6,0.0072
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch4,directive,259,0.3435
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch4,status_report,198,0.2626
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch4,commitment,24,0.0318
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch4,question,77,0.1021
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch4,request,109,0.1446
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch4,acknowledgment,5,0.0066
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch5,status_report,107,0.2585
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch5,commitment,24,0.058
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch5,directive,129,0.3116
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch5,request,56,0.1353
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch5,question,45,0.1087
exp07_llm_2b_social_prompt/seed_123,LLM-2B+Heb,ch5,acknowledgment,6,0.0145
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch1,directive,224,0.3862
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch1,status_report,89,0.1534
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch1,request,57,0.0983
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch1,question,51,0.0879
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch1,acknowledgment,5,0.0086
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch1,commitment,15,0.0259
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch2,status_report,79,0.084
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch2,directive,407,0.433
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch2,question,110,0.117
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch2,commitment,45,0.0479
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch2,acknowledgment,8,0.0085
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch2,request,111,0.1181
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,?,directive,62,0.3605
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,?,status_report,36,0.2093
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,?,request,24,0.1395
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,?,question,23,0.1337
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,?,commitment,14,0.0814
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,?,acknowledgment,1,0.0058
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch3,status_report,338,0.4317
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch3,question,99,0.1264
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch3,directive,215,0.2746
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch3,request,103,0.1315
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch3,commitment,11,0.014
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch3,acknowledgment,1,0.0013
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch4,directive,221,0.2663
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch4,status_report,288,0.347
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch4,request,147,0.1771
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch4,question,129,0.1554
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch4,commitment,82,0.0988
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch4,acknowledgment,24,0.0289
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch5,status_report,6,0.4
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch5,question,3,0.2
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch5,request,3,0.2
exp07_llm_2b_social_prompt/seed_42,LLM-2B+Heb,ch5,directive,2,0.1333
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch1,directive,403,0.5012
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch1,status_report,65,0.0808
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch1,commitment,20,0.0249
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch1,request,67,0.0833
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch1,question,60,0.0746
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch1,acknowledgment,7,0.0087
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch2,directive,156,0.243
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch2,commitment,38,0.0592
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch2,request,77,0.1199
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch2,question,67,0.1044
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch2,acknowledgment,8,0.0125
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch2,status_report,66,0.1028
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,?,commitment,20,0.0583
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,?,status_report,78,0.2274
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,?,directive,81,0.2362
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,?,acknowledgment,3,0.0087
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,?,request,36,0.105
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,?,question,27,0.0787
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch3,directive,251,0.3169
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch3,request,119,0.1503
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch3,question,56,0.0707
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch3,commitment,36,0.0455
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch3,status_report,292,0.3687
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch3,acknowledgment,7,0.0088
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch4,status_report,212,0.2896
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch4,directive,244,0.3333
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch4,request,99,0.1352
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch4,question,59,0.0806
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch4,commitment,29,0.0396
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch4,acknowledgment,3,0.0041
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch5,directive,3,0.375
exp07_llm_2b_social_prompt/seed_456,LLM-2B+Heb,ch5,status_report,2,0.25
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch1,directive,359,0.4233
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch1,commitment,31,0.0366
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch1,status_report,81,0.0955
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch1,request,89,0.105
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch1,question,82,0.0967
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch1,acknowledgment,3,0.0035
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch2,directive,261,0.3527
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch2,status_report,60,0.0811
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch2,request,77,0.1041
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch2,question,61,0.0824
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch2,commitment,47,0.0635
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch2,acknowledgment,3,0.0041
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,?,status_report,32,0.106
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,?,directive,98,0.3245
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,?,request,36,0.1192
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,?,question,33,0.1093
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,?,commitment,17,0.0563
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,?,acknowledgment,2,0.0066
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch3,directive,325,0.3968
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch3,request,112,0.1368
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch3,question,50,0.0611
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch3,status_report,142,0.1734
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch3,commitment,18,0.022
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch3,acknowledgment,3,0.0037
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch4,directive,215,0.3219
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch4,status_report,89,0.1332
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch4,request,98,0.1467
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch4,question,79,0.1183
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch4,commitment,40,0.0599
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch4,acknowledgment,4,0.006
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch5,directive,18,0.4186
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch5,status_report,3,0.0698
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch5,request,8,0.186
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch5,question,9,0.2093
exp07_llm_2b_social_prompt/seed_789,LLM-2B+Heb,ch5,commitment,1,0.0233
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch1,status_report,416,0.4653
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch1,question,11,0.0123
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch1,commitment,105,0.1174
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch1,request,13,0.0145
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch1,directive,8,0.0089
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch1,acknowledgment,2,0.0022
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch2,status_report,221,0.2841
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch2,request,104,0.1337
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch2,question,58,0.0746
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch2,commitment,184,0.2365
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch2,directive,5,0.0064
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch2,acknowledgment,2,0.0026
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,?,question,14,0.0598
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,?,commitment,56,0.2393
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,?,status_report,80,0.3419
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,?,request,12,0.0513
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch3,request,120,0.1335
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch3,status_report,425,0.4727
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch3,commitment,245,0.2725
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch3,question,20,0.0222
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch3,acknowledgment,1,0.0011
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch4,status_report,359,0.4567
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch4,commitment,112,0.1425
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch4,question,34,0.0433
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch4,request,21,0.0267
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch4,acknowledgment,2,0.0025
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch4,directive,1,0.0013
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch5,commitment,2,0.08
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch5,status_report,14,0.56
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch5,question,1,0.04
exp08_llm_9b_social_prompt/seed_1011,LLM-9B+Heb,ch5,request,1,0.04
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch1,status_report,384,0.4942
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch1,commitment,166,0.2136
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch1,request,22,0.0283
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch1,question,12,0.0154
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch1,acknowledgment,1,0.0013
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch1,directive,1,0.0013
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch2,request,186,0.1954
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch2,status_report,335,0.3519
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch2,question,28,0.0294
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch2,commitment,180,0.1891
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch2,directive,30,0.0315
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch3,status_report,461,0.5151
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch3,commitment,179,0.2
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch3,request,127,0.1419
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch3,question,12,0.0134
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch3,acknowledgment,1,0.0011
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch4,status_report,383,0.4752
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch4,commitment,116,0.1439
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch4,question,28,0.0347
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch4,request,35,0.0434
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch4,acknowledgment,4,0.005
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch4,directive,1,0.0012
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,?,status_report,58,0.3558
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,?,request,14,0.0859
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,?,commitment,26,0.1595
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,?,question,7,0.0429
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch5,status_report,9,0.4737
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch5,request,2,0.1053
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch5,question,2,0.1053
exp08_llm_9b_social_prompt/seed_1213,LLM-9B+Heb,ch5,commitment,1,0.0526
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch1,status_report,479,0.5709
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch1,commitment,160,0.1907
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch1,question,12,0.0143
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch1,request,21,0.025
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch1,directive,5,0.006
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch1,acknowledgment,1,0.0012
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch2,status_report,315,0.3539
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch2,commitment,117,0.1315
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch2,request,150,0.1685
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch2,question,18,0.0202
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch2,directive,76,0.0854
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch2,acknowledgment,2,0.0022
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,?,commitment,23,0.1783
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,?,status_report,45,0.3488
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,?,request,5,0.0388
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,?,question,3,0.0233
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch3,commitment,179,0.1993
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch3,request,126,0.1403
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch3,status_report,484,0.539
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch3,question,26,0.029
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch3,directive,4,0.0045
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch3,acknowledgment,5,0.0056
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch4,commitment,137,0.1651
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch4,status_report,416,0.5012
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch4,request,31,0.0373
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch4,question,35,0.0422
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch4,acknowledgment,8,0.0096
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch4,directive,3,0.0036
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch5,status_report,98,0.3063
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch5,directive,5,0.0156
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch5,acknowledgment,3,0.0094
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch5,commitment,31,0.0969
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch5,request,14,0.0437
exp08_llm_9b_social_prompt/seed_123,LLM-9B+Heb,ch5,question,10,0.0312
exp08_llm_9b_social_prompt/seed_42,LLM-9B+Heb,ch1,status_report,292,0.4404
exp08_llm_9b_social_prompt/seed_42,LLM-9B+Heb,ch1,commitment,136,0.2051
exp08_llm_9b_social_prompt/seed_42,LLM-9B+Heb,ch1,acknowledgment,2,0.003
exp08_llm_9b_social_prompt/seed_42,LLM-9B+Heb,ch1,request,18,0.0271
exp08_llm_9b_social_prompt/seed_42,LLM-9B+Heb,ch1,question,5,0.0075
exp08_llm_9b_social_prompt/seed_42,LLM-9B+Heb,ch1,directive,1,0.0015
exp08_llm_9b_social_prompt/seed_42,LLM-9B+Heb,?,status_report,65,0.4577
